Name:,Ricardo Amaral
Email:,rna5137@psu.edu
Direct Fetched:,T
Hand Fetched:,T
Comment:,None

id/nickname,Composition,Structure,Processing,Material Comment,Name,Source,Property Parameters,Temperature [K],Value [SI],Uncertainty [SI],Unit [SI],Pointer,DOI
1,Sn94.64 Ag4.25 Cu1.11,BCT+Ag3Sn,AC+AT,The aging temperatures were room temperature (RT) and 180 °C. The aging times ranged from as cast up to 35 days.,creep rate,EXP,11.728878526,353.0,5.43e-08,None,%/s,F4,10.1109/ECTC.2004.1320284
1,Sn94.64 Ag4.25 Cu1.11,BCT+Ag3Sn,AC+AT,The aging temperatures were room temperature (RT) and 180 °C. The aging times ranged from as cast up to 35 days.,creep rate,EXP,12.9405198285,353.0,1.232e-07,None,%/s,F4,10.1109/ECTC.2004.1320284
1,Sn94.64 Ag4.25 Cu1.11,BCT+Ag3Sn,AC+AT,The aging temperatures were room temperature (RT) and 180 °C. The aging times ranged from as cast up to 35 days.,creep rate,EXP,13.9663394052,353.0,2.78e-07,None,%/s,F4,10.1109/ECTC.2004.1320284
1,Sn94.64 Ag4.25 Cu1.11,BCT+Ag3Sn,AC+AT,The aging temperatures were room temperature (RT) and 180 °C. The aging times ranged from as cast up to 35 days.,creep rate,EXP,16.9697361102,353.0,2.6862e-06,None,%/s,F4,10.1109/ECTC.2004.1320284
1,Sn94.64 Ag4.25 Cu1.11,BCT+Ag3Sn,AC+AT,The aging temperatures were room temperature (RT) and 180 °C. The aging times ranged from as cast up to 35 days.,creep rate,EXP,8.7914710484,388.0,5.64e-08,None,%/s,F4,10.1109/ECTC.2004.1320284
1,Sn94.64 Ag4.25 Cu1.11,BCT+Ag3Sn,AC+AT,The aging temperatures were room temperature (RT) and 180 °C. The aging times ranged from as cast up to 35 days.,creep rate,EXP,10.1775515202,388.0,1.526e-07,None,%/s,F4,10.1109/ECTC.2004.1320284
1,Sn94.64 Ag4.25 Cu1.11,BCT+Ag3Sn,AC+AT,The aging temperatures were room temperature (RT) and 180 °C. The aging times ranged from as cast up to 35 days.,creep rate,EXP,11.2513404847,388.0,3.349e-07,None,%/s,F4,10.1109/ECTC.2004.1320284
1,Sn94.64 Ag4.25 Cu1.11,BCT+Ag3Sn,AC+AT,The aging temperatures were room temperature (RT) and 180 °C. The aging times ranged from as cast up to 35 days.,creep rate,EXP,15.234101783,388.0,6.0227e-06,None,%/s,F4,10.1109/ECTC.2004.1320284
1,Sn94.64 Ag4.25 Cu1.11,BCT+Ag3Sn,AC+AT,The aging temperatures were room temperature (RT) and 180 °C. The aging times ranged from as cast up to 35 days.,creep rate,EXP,6.3204301891,423.0,1.985e-07,None,%/s,F4,10.1109/ECTC.2004.1320284
1,Sn94.64 Ag4.25 Cu1.11,BCT+Ag3Sn,AC+AT,The aging temperatures were room temperature (RT) and 180 °C. The aging times ranged from as cast up to 35 days.,creep rate,EXP,9.9018226304,423.0,1.3151e-06,None,%/s,F4,10.1109/ECTC.2004.1320284
1,Sn94.64 Ag4.25 Cu1.11,BCT+Ag3Sn,AC+AT,The aging temperatures were room temperature (RT) and 180 °C. The aging times ranged from as cast up to 35 days.,creep rate,EXP,11.6480386648,423.0,3.5698e-06,None,%/s,F4,10.1109/ECTC.2004.1320284
1,Sn94.64 Ag4.25 Cu1.11,BCT+Ag3Sn,AC+AT,The aging temperatures were room temperature (RT) and 180 °C. The aging times ranged from as cast up to 35 days.,creep rate,EXP,15.1196646566,423.0,3.61663e-05,None,%/s,F4,10.1109/ECTC.2004.1320284
1,Sn74.82 Pb25.18,BCT+FCC,AC+AT,The aging temperatures were room temperature (RT) and 180 °C. The aging times ranged from as cast up to 35 days.,creep rate,EXP,6.5702375625,353.0,3.282e-07,None,%/s,F5,10.1109/ECTC.2004.1320284
1,Sn74.82 Pb25.18,BCT+FCC,AC+AT,The aging temperatures were room temperature (RT) and 180 °C. The aging times ranged from as cast up to 35 days.,creep rate,EXP,9.9448737149,353.0,2.1475e-06,None,%/s,F5,10.1109/ECTC.2004.1320284
1,Sn74.82 Pb25.18,BCT+FCC,AC+AT,The aging temperatures were room temperature (RT) and 180 °C. The aging times ranged from as cast up to 35 days.,creep rate,EXP,12.7536993676,353.0,1.15689e-05,None,%/s,F5,10.1109/ECTC.2004.1320284
1,Sn74.82 Pb25.18,BCT+FCC,AC+AT,The aging temperatures were room temperature (RT) and 180 °C. The aging times ranged from as cast up to 35 days.,creep rate,EXP,15.0697533374,353.0,5.65537e-05,None,%/s,F5,10.1109/ECTC.2004.1320284
1,Sn74.82 Pb25.18,BCT+FCC,AC+AT,The aging temperatures were room temperature (RT) and 180 °C. The aging times ranged from as cast up to 35 days.,creep rate,EXP,6.8907449501,388.0,2.2912e-06,None,%/s,F5,10.1109/ECTC.2004.1320284
1,Sn74.82 Pb25.18,BCT+FCC,AC+AT,The aging temperatures were room temperature (RT) and 180 °C. The aging times ranged from as cast up to 35 days.,creep rate,EXP,10.99423267,388.0,1.49902e-05,None,%/s,F5,10.1109/ECTC.2004.1320284
1,Sn74.82 Pb25.18,BCT+FCC,AC+AT,The aging temperatures were room temperature (RT) and 180 °C. The aging times ranged from as cast up to 35 days.,creep rate,EXP,13.9874010474,388.0,0.0001080825,None,%/s,F5,10.1109/ECTC.2004.1320284
1,Sn74.82 Pb25.18,BCT+FCC,AC+AT,The aging temperatures were room temperature (RT) and 180 °C. The aging times ranged from as cast up to 35 days.,creep rate,EXP,16.4628035909,388.0,0.0005457455,None,%/s,F5,10.1109/ECTC.2004.1320284
2,Mg90.8336 Al8.25569 Ca0.617549 Zn0.264873 Sr0.0282471,HCP+Laves,AC,None,creep rate,EXP,120.0,423.0,2.9e-06,None,%/s,T1,10.1007/s11661-006-1073-z
2,Mg90.8336 Al8.25569 Ca0.617549 Zn0.264873 Sr0.0282471,HCP+Laves,AC,None,creep rate,EXP,110.0,423.0,4.5e-07,None,%/s,T1,10.1007/s11661-006-1073-z
2,Mg90.8336 Al8.25569 Ca0.617549 Zn0.264873 Sr0.0282471,HCP+Laves,AC,None,creep rate,EXP,100.0,423.0,1.2e-07,None,%/s,T1,10.1007/s11661-006-1073-z
2,Mg90.8336 Al8.25569 Ca0.617549 Zn0.264873 Sr0.0282471,HCP+Laves,AC,None,creep rate,EXP,90.0,423.0,1.9e-08,None,%/s,T1,10.1007/s11661-006-1073-z
2,Mg90.8336 Al8.25569 Ca0.617549 Zn0.264873 Sr0.0282471,HCP+Laves,AC,None,creep rate,EXP,80.0,423.0,5.7e-09,None,%/s,T1,10.1007/s11661-006-1073-z
2,Mg90.8336 Al8.25569 Ca0.617549 Zn0.264873 Sr0.0282471,HCP+Laves,AC,None,creep rate,EXP,70.0,423.0,2e-09,None,%/s,T1,10.1007/s11661-006-1073-z
